cardId,name,cardType,rarity,cost,color,bp,assist,colorRestriction,trait,series,effect,flavor,illustrator,imageUrl
BT1-55,キングオーガの号令,イベント,C,5,赤,-,-,赤2,-,次元の来訪者,【メイン】BP合計5000以下になるように相手のユニットを選び、選んだユニットを退場させる。,「神が堕ちようとも、我々の魂は堕ちず！！」 「たとえ神を討つことになっても、セイドウとの闘いに勝利する！！」,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/21656d3a-a959-4fb0-b7cd-8c7f0b80ab10/C_eventBT1-055.png
BT1-54,錬成,イベント,C,3,赤,-,-,赤1,-,次元の来訪者,【メイン】【コンバット】自分の手札から、赤のコスト4以下のユニットカード1枚をコストを支払わずに登場できる。,ドワーフはひたすらに彫る。 勝利のために。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/bb8b1e32-fcea-40b1-8a36-8741847ee6cb/C_eventBT1-054.png
BT1-53,サラマンダーのクロヤキ,イベント,C,3,赤,-,-,赤1,-,次元の来訪者,【メイン】ターン終了まで、自分のユニット1体は「【アタック終了時】≪助太刀回収5≫（自分のトラッシュから、このバトルで助太刀に使用したユニットカード5枚までを手札に戻せる）」の効果を得る。,「食べないんですか～？」,オノダイサム,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/410b3394-db89-4eaa-9d42-4d044d22f1ff/C_eventBT1-053.png
BT1-52,奥義:ナルカミの警戒,イベント,RR,3,赤,-,-,赤1,-,次元の来訪者,特徴に「ナルカミ」を持つ自分のユニットがアタックしている間、自分の手札から、このカードを使用するとき、支払う無色コスト-2。 【メイン】【コンバット】≪2ドロー≫（デッキからカードを2枚引く）。その後、自分の手札1枚を破棄する。,ナルカミの察知能力はあらゆる危険を遠ざける。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/95a2cd2e-b9e5-41ce-a81a-91c5d61761ac/RR_eventBT1-052.png
BT1-51,竜人の怒り,イベント,R,2,赤,-,-,赤1,-,次元の来訪者,【コンバット】BP4000以下の相手のユニット1体を退場させる。,竜人たちの怒りもオーガたちの必死さも両方を理解したマカミとナルカミはどちらに協力するか割り切れないでいた。,小山内えのん,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/6527d57c-374f-4931-bca4-8a994fe878bd/R_eventBT1-051.png
BT1-50,到着！カグツチ！,イベント,C,2,赤,-,-,赤1,-,次元の来訪者,【メイン】≪2ドロー≫（デッキからカードを2枚引く）。その後、自分の手札1枚を破棄する。,力と信仰の都市カグツチ。セイドウの暗躍により守り神が暴走し、その影響で火山が活性化。このままでは滅亡は避けられない。,翠月,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/d2041952-3c2b-4c34-a1c4-dd5151e72d29/C_eventBT1-050.png
BT1-49,ブレイズ,ユニット,RR,7,赤,7000,-,赤2,マカミ/CNP,次元の来訪者,≪奪取≫（このユニットのアタックで、制圧中の相手のユニットを退場させたとき、その拠点の相手のゲージ1枚を減らす）,オオカミのマカミが焔の力を身に纏った姿。燃える闘志で、あらゆる困難に立ち向かう。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/2298587d-0337-41a9-a077-9c6c80d8ede2/RR_unitBT1-049.png
BT1-48,パワードゴーレム:V,ユニット,C,7,赤,7000,1000,赤2,カグツチ/ゴーレム,次元の来訪者,【アタック時】BP合計3000以下になるように相手のユニットを選び、選んだユニットを退場させる。,守り神を討つことを想定し、ドワーフたちが鍛造した試作兵器。その実力を測るために対式神戦に導入された。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/7f2b2926-58d1-45c8-928a-5d637f9c81f1/C_eventBT1-048.png
BT1-47,カゲロウ,ユニット,R,7,赤,6000,1000,赤1,セイドウ/カゲロウ,次元の来訪者,【登場時】自分の手札から、特徴に「式神」を持つコスト6以下のユニットカード1枚をコストを支払わずに登場できる。,テンシュの部下。元破戒僧であり気性が荒い。カグツチの守り神を神器の力により暴走させ、侵略を進めている。,翠月,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/92a42fb4-3d7f-481f-8685-b7b8ede60bf7/R_unitBT1-047.png
BT1-46,式神・炎竜,ユニット,R,6,赤,5000,1000,ー,セイドウ/式神,次元の来訪者,【登場時】BP4000以下の相手のユニット1体を退場させる。,幼竜を模した形代で召喚した式神。決して戦闘力が高い式神ではないが、戦闘を行う度に成長しやがて進化する能力を持つ。,小山内えのん,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/5c62c7ee-cb3e-4a14-a1ef-91ef0327b5ee/R_unitBT1-046.png
BT1-45,マカミ,ユニット,RRR,5,赤,5000,-,赤3,マカミ/CNP,次元の来訪者,≪奪取≫（このユニットのアタックで、制圧中の相手のユニットを退場させたとき、その拠点の相手のゲージ1枚を減らす） 【登場時】他の自分のユニット1体を手札に戻すことで、ターン終了まで、このユニットをBP+2000。,穏やかで包容力があり、周囲から一目置かれるオオカミのマカミ。慈悲深く、仲間を傷つけるものとは容赦なく戦う。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/5d9edcaa-eca6-4458-bee5-a11728b7a49c/RRR_unitBT1-045.png
BT1-44,ホムラノワイバーン,ユニット,C,4,赤,5000,1000,赤1,カグツチ/ドラゴン,次元の来訪者,,守り神の暴走によって火山活動が活性化し、中規模の噴火が続発。その火山灰が生態系に著しい被害を与えている。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/51bfe175-f41e-4e69-861e-24c2207a34ea/C_unitBT1-044.png
BT1-43,量産型ゴーレム,ユニット,C,4,赤,5000,1000,赤1,カグツチ/ゴーレム,次元の来訪者,,ドワーフが鍛造した兵器。 セイドウの式神に対抗し侵略を防いでいる。,翠月,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/de5134a9-4342-4db5-9d2a-52c8991f5024/C_unitBT1-043.png
BT1-42,竜人のリーダー ミバツ,ユニット,R,4,赤,4000,1000,赤2,カグツチ/竜人,次元の来訪者,【アタック終了時】≪助太刀回収1≫（自分のトラッシュから、このバトルで助太刀に使用したユニットカード1枚を手札に戻せる）,竜人族のリーダー。娘のツミカと共にナルカミたちに接触し、守り神を討とうとするオーガたちを止めようと協力を依頼する。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/c59497d9-f0ad-4fe9-83c0-0fcb28fac1d2/R_unitBT1-042.png
BT1-41,ナルカミ,ユニット,RRR,4,赤,4000,2000,赤3,ナルカミ/CNP,次元の来訪者,【登場時】≪2ドロー≫（デッキからカードを2枚引く）。その後、自分の手札2枚を破棄する。,真面目で責任感が強い、しっかり者。空から周囲に目を配り、危険をいち早く察知する。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/d79bc8bc-0043-4425-b249-e8c09bc09895/RRR_unitBT1-041.png
BT1-40,呑気な竜人,ユニット,C,3,赤,5000,-,赤1,カグツチ/竜人,次元の来訪者,,竜人たちは信心深く、守り神がセイドウの手に堕ちた後も信仰を捨てず、守り神を攻撃しようとするオーガたちと対立している。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/fa482bbd-8b22-4bf6-9485-4cb80bbf88b3/C_unitBT1-040.png
BT1-39,フェニックス,ユニット,RR,3,赤,2000,1000,赤2,ナルカミ/CNP,次元の来訪者,【相手のターン】このユニットをBP+4000。,鷹のナルカミがフェニックスに変化した姿。激しい攻撃を受けても不死鳥のようによみがえる。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/adc9db4a-47d1-46b5-9f0b-dc30e2e4b760/RR_unitBT1-039.png
BT1-38,式神・炎百足,ユニット,C,3,赤,3000,1000,ー,セイドウ/式神,次元の来訪者,,百足を模した形代で召喚した式神。元々はただの百足の式神であったが、カグツチの環境に影響され炎を纏うようになった。,翠月,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/25281651-cb31-4d6c-8d20-2c793b2c839f/C_unitBT1-038.png
BT1-37,オイシノサラマンダー,ユニット,C,3,赤,4000,1000,赤1,カグツチ/サラマンダー,次元の来訪者,,カグツチの人気食材:クロヤキが美味,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/692df52a-4379-4fcd-9610-bc68cd21ffe1/C_unitBT1-037.png
BT1-36,抵抗するオーガ,ユニット,C,3,赤,4000,1000,赤1,カグツチ/オーガ,次元の来訪者,,オーガたちはカグツチを守るためにセイドウと戦い、守り神を討とうとするも、守り神を信仰する竜人の妨害に遭っている。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/fd75878b-f5a2-4b64-8b5e-1676cb44c4f3/C_unitBT1-036.png
BT1-35,マグマメタモル,ユニット,R,2,赤,5000,-,赤2,カグツチ/メタモル,次元の来訪者,【自分のターン】このユニットがアタックしている間、自分は助太刀できない。,マグマを取り込んだメタモルは、他のメタモルに比べて凶暴で好戦的だが、体が重いため、獲物に逃げられることが多い。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/b906254f-b3c4-4cc5-9639-4b4e41b14b6a/R_unitBT1-035.png
BT1-34,マカミ,ユニット,C,2,赤,3000,1000,赤1,マカミ/CNP,次元の来訪者,,プロローグ④:三種の神器の代わりにあったのは禍々しく輝く「ホール」であった。,竜弥,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/9abdb0d4-74c8-4c63-aa69-75bce013a5a5/C_unitBT1-034.png
BT1-33,ナルカミ,ユニット,C,2,赤,2000,2000,赤1,ナルカミ/CNP,次元の来訪者,,プロローグ➂:CNPたちが三種の神器を取りに祭壇に向かうと、そこに既に神器は無く…。,小山内えのん,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/bd5f642b-983e-4e53-b021-cd753ecea9e0/C_unitBT1-033.png
BT1-32,鍛冶場のドワーフ,ユニット,C,1,赤,2000,1000,赤1,カグツチ/ドワーフ,次元の来訪者,,カグツチの文明を支えている職人たち。オーガたちと協力しセイドウと守り神を討伐するために行動している。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/cef48049-134e-4dc9-8575-957a49e4bf77/C_unitBT1-032.png
BT1-31,サンドワーム,ユニット,C,1,赤,2000,1000,赤1,カグツチ/サンドワーム,次元の来訪者,,サンドワームが地上に這い出るのは、都市が溶岩に吞み込まれる程の大噴火の予兆とされており、残された時間が少ないことを示す。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/f79a7ac1-6730-4158-9936-c0bf2a3339c0/C_unitBT1-031.png
BT1-30,海賊の頭領 スイゲツ,サポーター,R,5,青,-,-,青3,アクアノーヴァ/海賊,次元の来訪者,【登場時】コスト4以下の相手のユニット1体を退場させる。 【メイン】このサポーターをレストすることで、ターン終了まで、自分のユニット全てをBP+1000。,海賊と出会ったリーリーたちは、彼らの目標である「セイドウからの解放」に共感し協力する事を決めた。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/cc60e802-66f1-44fa-90a7-b926dede1c30/R_supportBT1-030.png
BT1-29,ハイメタモルの協力者 ミナモ,サポーター,RR,2,青,-,-,青2,アクアノーヴァ/メタモル,次元の来訪者,【メイン】このサポーターをレストすることで、ターン終了まで、自分のユニット1体をBP+2000。,あらゆる生物と意思疎通ができるテレパシー能力を持ち、それによってリーリーやルナと意思疎通し、彼らを導く。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/181f723e-5d90-4b0f-b146-b72d5c5892ac/RR_supportBT1-029.png
BT1-28,戦火のアクアノーヴァ,イベント,C,6,青,-,-,青2,-,次元の来訪者,【メイン】コスト7以下の相手のユニット1体を退場させる。,アクアノーヴァはかつて水と平和の都市だった。現在はセイドウに支配され、民は圧政に苦しんでいる。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/53fb7843-1ef0-4c6e-a4ec-e9ffe79f143a/C_eventBT1-028.png
BT1-27,奥義:ルナの跳躍！,イベント,R,5,青,-,-,青2,-,次元の来訪者,特徴に「ルナ」を持つ自分のユニットがいる間、自分の手札から、このカードを使用するとき、支払う無色コスト-2。 【メイン】コスト5以下の相手のユニット1体を退場させる。,高く飛び上がり、急降下して繰り出すキック技。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/9798fbe2-393c-48a0-afe6-10a6a56cf5f4/R_eventBT1-027.png
BT1-26,天体観測,イベント,R,4,青,-,-,青1,-,次元の来訪者,【メイン】≪2ドロー≫（デッキからカードを2枚引く）,この世界でも星は綺麗だ。 変な機械が混じっているけれど。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/d816d675-f66e-47e9-9fee-6cea4142f7b6/R_eventBT1-026.png
BT1-25,奪還同盟結成！,イベント,C,3,青,-,-,青1,-,次元の来訪者,【メイン】ターン終了まで、自分のユニット全てをBP+3000。,重ねた手は結束と覚悟の表明。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/bab2d7e3-2969-47b5-b5a6-8582e577be8e/C_eventBT1-025.png
BT1-24,不屈,イベント,C,2,青,-,-,青1,-,次元の来訪者,【コンバット】バトル終了まで、自分のユニット1体をBP+3000。,「俺たちはアクアノーヴァを取り戻す！！」,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/cc73e1b1-9a1b-4657-ae88-b1416e309427/C_eventBT1-024.png
BT1-23,奥義:リーリーの巨大化！,イベント,RR,2,青,-,-,青1,-,次元の来訪者,特徴に「リーリー」を持つ自分のユニットがいる間、自分の手札から、このカードを使用するとき、支払う無色コスト-1。 【メイン】ターン終了まで、自分のユニット1体をBP+5000。,見る見るうちに、見上げるほどに巨大化したリーリー。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/6d2334f1-ee6a-4804-abbe-3962c2a13b04/RR_eventBT1-023.png
BT1-22,圧政,イベント,C,2,青,-,-,青2,-,次元の来訪者,【メイン】コスト3以下の相手のユニット1体を退場させる。,今のアクアノーヴァでは、セイドウの発言が絶対であり、抵抗する者は決して許されない。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/d902dccf-9c66-4550-94a1-0798d2eb6be8/C_eventBT1-022.png
BT1-21,不穏な影,イベント,C,1,青,-,-,青1,-,次元の来訪者,【メイン】自分のレイキの枚数が相手のレイキの枚数以下なら、ターン終了まで、自分のユニット1体をBP+4000。,………。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/40ae0525-91ac-453d-81cb-4c44c230d0c4/C_eventBT1-021.png
BT1-20,シロクマ,ユニット,RR,8,青,8000,-,青4,リーリー/CNP,次元の来訪者,【登場時】コスト5以下の相手のユニット1体を退場させる。,パンダのリーリーが変化。シロクマのような力強さと優雅さを併せ持つ姿に。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/dab35201-2d13-447d-bb63-0cfd0fec99c7/RR_unitBT1-020.png
BT1-19,ルナ,ユニット,RRR,7,青,7000,-,青5,ルナ/CNP,次元の来訪者,【登場時】ターン終了まで、青の自分のユニット全てをBP+3000。,ウサギのルナは、夜空を眺めて静かに過ごすのが好き。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/c80259c9-94dd-43e2-98ed-623f00784b8c/RRR_unitBT1-019.png
BT1-18,式神・テンゲイ,ユニット,RR,7,青,6000,-,ー,セイドウ/式神,次元の来訪者,【登場時】自分の手札が4枚以下なら、≪2ドロー≫（デッキからカードを2枚引く）。,アクアノーヴァに伝わる水神を具現化した式神。天候を操作する能力により洪水を引き起こし、アクアノーヴァ制圧に最も貢献した。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/82f8dbb5-440c-4db6-88c5-73df25759ead/RR_unitBT1-018.png
BT1-17,海水,ユニット,R,6,青,7000,1000,青3,リーリー/CNP,次元の来訪者,,パンダのリーリーは、海の姿にも変化できる特別な力を持っている。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/2bb7c90c-a20a-4acd-a16f-9601bda50d65/R_unitBT1-017.png
BT1-16,アクアペンギンの長 ニヴェルト,ユニット,R,5,青,5000,1000,青2,アクアノーヴァ/アクアペンギン/海賊,次元の来訪者,【アタック時】ターン終了まで、自分のユニット1体をBP+2000。,海賊の一員でもあるアクアペンギンの族長。 リーリーたちに協力を求め、海賊のアジトへと導く。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/a43b1a0a-d2f3-449e-9698-2767aaa403fa/R_unitBT1-016.png
BT1-15,リーリー,ユニット,RRR,4,青,4000,2000,青3,リーリー/CNP,次元の来訪者,【アタック時】コスト2以下の相手のユニット1体を退場させる。 【自分のターン】このユニットをBP+2000。,パンダのリーリーはCNPの人気者。おっとりしているが、いざとなると巨大化して仲間を守る頼もしさも持っている。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/a62e4eed-aa4c-450e-afe7-09a3c10eee66/RRR_unitBT1-015.png
BT1-14,ギャラクシー,ユニット,RR,4,青,3000,1000,青2,ルナ/CNP,次元の来訪者,【退場時】≪1ドロー≫（デッキからカードを1枚引く）,星々の力を身に纏ったルナの姿。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/356cfbee-e617-4100-8e57-f0b5e6d512e7/RR_unitBT1-014.png
BT1-13,遊泳するアクアペンギン,ユニット,C,4,青,5000,1000,青1,アクアノーヴァ/アクアペンギン,次元の来訪者,,アクアノーヴァに住んでいる知性を持ったペンギン。 腕っぷしが強い。,だがあ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/266f6594-968a-4491-91f3-ab7a085bc138/C_unitBT1-013.png
BT1-12,レイキ結合体:海水,ユニット,C,3,青,6000,-,青2,レイキ結合体,次元の来訪者,【登場時】自分のレイキ1枚をレイキデッキの下に戻す。,生まれるべきではなかった存在。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/39e96bba-f7d2-4881-8102-32a00107ccfd/C_unitBT1-012.png
BT1-11,ミカヅキ,ユニット,R,3,青,2000,1000,青1,セイドウ/ミカヅキ,次元の来訪者,【自分のターン】特徴に「セイドウ」を持つ自分のユニット全てをBP+2000。,テンシュの腹心。神器の力によって顕現させた「式神・テンゲイ」を用いてアクアノーヴァを支配した。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/33080123-5f95-4fcf-a894-cf6c25025179/R_unitBT1-011.png
BT1-10,式神・リュウグウノツカイ,ユニット,R,3,青,2000,1000,ー,セイドウ/式神,次元の来訪者,【登場時】コスト2以下の相手のユニット1体を退場させる。,リュウグウノツカイを模した形代で召喚した式神。市民たちが反乱を起こさないように監視している。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/db598983-9714-4353-83ce-82028cee3bd8/R_unitBT1-010.png
BT1-9,魚人の市民,ユニット,C,3,青,4000,1000,青1,アクアノーヴァ/魚人,次元の来訪者,,セイドウの支配下では魚人たちは強制労働に就かされ苦しめられている。,竜弥,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/51ffd269-674d-4ff7-a6b4-92c97c2ba879/C_unitBT1-009.png
BT1-8,食事する海賊,ユニット,C,3,青,4000,1000,青1,アクアノーヴァ/海賊,次元の来訪者,,セイドウの圧政から逃れるためアクアノーヴァの人々が結束して誕生した組織が「海賊」である。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/796320f3-c0d4-4723-8549-4aa3ff1f399b/C_unitBT1-008.png
BT1-7,カイスイメタモル,ユニット,R,3,青,2000,-,青2,アクアノーヴァ/メタモル,次元の来訪者,【登場時】≪1ドロー≫（デッキからカードを1枚引く）,海水を取り込んだメタモル。稀に知性を持った個体も誕生するらしく、それらは『ハイメタモル』と呼ばれている。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/25340041-78ce-4747-9bc9-8b0dea4c3f0c/R_unitBT1-007.png
BT1-6,ルナ,ユニット,C,2,青,3000,1000,青1,ルナ/CNP,次元の来訪者,,プロローグ②:CNPたちには、三種の神器を儀式場まで届けるという大切な任務が託された。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/5bb43310-2d50-4a7e-9b6a-519a18abe230/C_unitBT1-006.png
BT1-5,リーリー,ユニット,C,2,青,2000,2000,青1,リーリー/CNP,次元の来訪者,,プロローグ①:物語のはじまりは、とある儀式。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/f4e34eed-b4ec-47c9-8095-827d7ac75513/C_unitBT1-005.png
BT1-4,メタモル,ユニット,C,2,青,4000,-,青1,アクアノーヴァ/メタモル,次元の来訪者,,メタモルはどんな環境にも適応する、原始の力を秘めた不定形生命体。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/7a0f71dc-5187-4c0f-ba0f-a1196d3454c4/C_unitBT1-004.png
BT1-3,式神・ベタ,ユニット,C,2,青,2000,1000,ー,セイドウ/式神,次元の来訪者,,ベタを模した形代で召喚した式神。空中を高速で移動する。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/e64386f7-a33e-430a-83bd-ef8d6ee89341/C_unitBT1-003.png
BT1-2,式神・クラゲ,ユニット,C,2,青,2000,1000,ー,セイドウ/式神,次元の来訪者,,クラゲを模した形代で召喚した式神。大量に召喚し、数で圧倒することができる。,モト,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/26d7c934-65ef-40f1-afd7-c39bcfc2b40b/C_unitBT1-002.png
BT1-1,アクアノーヴァの元飼い猫,ユニット,C,2,青,2000,1000,青1,アクアノーヴァ/アニマル,次元の来訪者,【登場時】ターン終了まで、自分のユニット1体をBP+1000。,自由になった飼い猫は主も探さずのんびりとしている。,株式会社アイラボ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/BT1/a3614bb9-1178-4c4b-bcee-83d9f82238b8/C_unitBT1-001.png
